chargeback_id,transaction_id,chargeback_date,reason,chargeback_amount
CB001574,T0140475,2023-04-13,Fraud,112.39
CB001575,T0027055,2023-01-26,Customer Dispute,284.38
CB001576,T0013846,2023-05-10,Customer Dispute,436.8
CB001577,T0140219,2023-08-26,Fraud,417.79
CB001578,T0038474,2024-02-28,Fraud,202.64
CB001579,T0109329,2024-01-08,Fraud,58.05
CB001580,T0171589,2023-03-30,Duplicate Transaction,294.97
CB001581,T0129215,2024-01-25,Customer Dispute,441.57
CB001582,T0129169,2023-03-26,Duplicate Transaction,231.43
CB001583,T0107703,2023-03-24,Fraud,157.52
CB001584,T0130344,2023-02-10,Customer Dispute,122.69
CB001585,T0053935,2023-11-20,Fraud,317.07
CB001586,T0083926,2023-11-27,Fraud,319.63
CB001587,T0102481,2024-03-18,Fraud,197.21
CB001588,T0179556,2024-02-25,Fraud,307.9
CB001589,T0054122,2024-03-09,Fraud,353.93
CB001590,T0150107,2023-05-20,Customer Dispute,382.07
CB001591,T0081937,2024-03-08,Customer Dispute,34.46
CB001592,T0042415,2023-06-12,Fraud,436.28
CB001593,T0119643,2024-02-12,Customer Dispute,43.97
CB001594,T0198115,2023-10-19,Fraud,406.15
CB001595,T0036658,2023-09-13,Fraud,100.92
CB001596,T0115836,2024-05-08,Duplicate Transaction,234.61
CB001597,T0132515,2024-03-01,Customer Dispute,268.95
CB001598,T0101743,2023-07-12,Fraud,165.17
CB001599,T0033223,2023-07-02,Fraud,483.11
CB001600,T0047623,2024-03-20,Customer Dispute,42.57
CB001601,T0087811,2023-12-03,Fraud,159.3
CB001602,T0049920,2024-03-21,Customer Dispute,350.61
CB001603,T0195936,2023-09-17,Fraud,93.75
CB001604,T0075986,2024-01-24,Fraud,143.67
CB001605,T0028812,2023-07-18,Customer Dispute,439.02
CB001606,T0185599,2024-01-19,Customer Dispute,468.72
CB001607,T0041106,2024-06-28,Duplicate Transaction,445.08
CB001608,T0045972,2023-01-19,Fraud,86.13
CB001609,T0194573,2024-04-04,Duplicate Transaction,358.72
CB001610,T0023687,2024-01-13,Fraud,351.25
CB001611,T0080101,2023-03-16,Fraud,391.16
CB001612,T0086739,2024-01-06,Duplicate Transaction,28.98
CB001613,T0115416,2023-06-13,Customer Dispute,96.32
CB001614,T0113636,2023-08-30,Fraud,288.87
CB001615,T0052927,2023-04-12,Fraud,69.63
CB001616,T0091207,2024-04-13,Customer Dispute,359.25
CB001617,T0119901,2023-07-27,Duplicate Transaction,267.28
CB001618,T0195156,2023-01-27,Customer Dispute,373.27
CB001619,T0140075,2023-10-11,Fraud,395.93
CB001620,T0139899,2023-03-30,Customer Dispute,209.36
CB001621,T0049211,2023-08-25,Fraud,119.82
CB001622,T0129461,2024-07-04,Customer Dispute,65.31
CB001623,T0079784,2023-09-29,Fraud,88.59
CB001624,T0150075,2024-02-10,Fraud,467.17
CB001625,T0104697,2023-06-22,Duplicate Transaction,243.43
CB001626,T0086483,2023-07-22,Customer Dispute,21.37
CB001627,T0120949,2024-06-17,Customer Dispute,212.31
CB001628,T0144126,2023-03-30,Customer Dispute,17.53
CB001629,T0032272,2023-05-04,Duplicate Transaction,204.44
CB001630,T0106881,2023-07-01,Fraud,134.29
CB001631,T0108103,2023-04-09,Customer Dispute,494.09
CB001632,T0166976,2024-03-21,Customer Dispute,222.59
CB001633,T0036650,2023-11-12,Duplicate Transaction,232.78
CB001634,T0151458,2023-11-02,Duplicate Transaction,216.63
CB001635,T0069572,2023-11-05,Fraud,486.49
CB001636,T0121349,2023-03-10,Customer Dispute,330.13
CB001637,T0131072,2023-06-29,Customer Dispute,276.92
CB001638,T0080324,2023-03-25,Customer Dispute,306.53
CB001639,T0106721,2024-04-20,Fraud,7.85
CB001640,T0090704,2023-05-12,Duplicate Transaction,491.49
CB001641,T0158537,2024-01-15,Duplicate Transaction,289.87
CB001642,T0039095,2023-04-27,Fraud,221.08
CB001643,T0037058,2023-11-21,Fraud,324.72
CB001644,T0064678,2024-03-29,Fraud,335.46
CB001645,T0137262,2024-03-07,Fraud,31.97
CB001646,T0050103,2023-03-09,Fraud,65.72
CB001647,T0192395,2023-08-02,Duplicate Transaction,225.12
CB001648,T0193754,2023-06-01,Customer Dispute,282.37
CB001649,T0184943,2023-09-30,Customer Dispute,299.88
CB001650,T0178443,2023-08-30,Customer Dispute,470.62
CB001651,T0121803,2023-02-09,Fraud,77.3
CB001652,T0089651,2023-05-22,Fraud,454.75
CB001653,T0001977,2023-12-13,Duplicate Transaction,431.2
CB001654,T0158156,2023-01-22,Fraud,172.28
CB001655,T0093605,2023-06-26,Fraud,266.72
CB001656,T0111269,2024-01-31,Fraud,355.14
CB001657,T0052433,2023-09-06,Customer Dispute,453.97
CB001658,T0143784,2023-06-09,Fraud,427.58
CB001659,T0099128,2023-10-02,Fraud,425.07
CB001660,T0150318,2023-06-01,Customer Dispute,295.2
CB001661,T0048241,2024-06-01,Customer Dispute,250.27
CB001662,T0121451,2023-08-28,Fraud,444.67
CB001663,T0046802,2023-12-24,Duplicate Transaction,402.37
CB001664,T0072493,2023-09-22,Fraud,83.87
CB001665,T0007261,2024-02-04,Duplicate Transaction,26.37
CB001666,T0154021,2024-05-13,Customer Dispute,83.79
CB001667,T0021770,2023-02-20,Fraud,179.5
CB001668,T0045594,2023-06-02,Fraud,182.09
CB001669,T0012979,2024-05-23,Customer Dispute,432.94
CB001670,T0178803,2024-06-05,Fraud,199.52
CB001671,T0072391,2024-04-06,Fraud,297.82
CB001672,T0110532,2024-01-16,Customer Dispute,16.97
CB001673,T0163347,2023-10-23,Customer Dispute,116.32
CB001674,T0082872,2023-11-17,Fraud,63.39
CB001675,T0063150,2023-05-21,Customer Dispute,124.35
CB001676,T0158845,2023-04-18,Fraud,284.72
CB001677,T0169130,2023-03-24,Duplicate Transaction,202.29
CB001678,T0000719,2023-06-07,Customer Dispute,377.73
CB001679,T0046637,2023-11-30,Customer Dispute,399.53
CB001680,T0190202,2024-04-07,Duplicate Transaction,123.76
CB001681,T0067556,2024-06-07,Customer Dispute,383.85
CB001682,T0198585,2024-01-28,Fraud,32.42
CB001683,T0173309,2024-02-27,Fraud,226.65
CB001684,T0159514,2023-07-26,Customer Dispute,307.48
CB001685,T0141622,2024-04-24,Fraud,477.92
CB001686,T0119760,2023-08-13,Fraud,427.35
CB001687,T0104846,2024-03-13,Customer Dispute,122.89
CB001688,T0063603,2024-01-31,Customer Dispute,223.48
CB001689,T0040865,2023-08-08,Customer Dispute,51.7
CB001690,T0087935,2023-02-09,Customer Dispute,484.33
CB001691,T0031135,2023-08-07,Fraud,48.74
CB001692,T0053932,2023-05-16,Duplicate Transaction,371.09
CB001693,T0096511,2023-09-05,Fraud,89.89
CB001694,T0193914,2024-06-18,Fraud,409.09
CB001695,T0051579,2023-11-12,Fraud,304.62
CB001696,T0180980,2023-09-26,Duplicate Transaction,351.99
CB001697,T0181159,2023-12-22,Customer Dispute,72.61
CB001698,T0004561,2023-08-13,Duplicate Transaction,490.65
CB001699,T0173846,2024-06-26,Fraud,455.46
CB001700,T0024572,2023-07-16,Customer Dispute,243.49
CB001701,T0168332,2023-07-11,Fraud,150.6
CB001702,T0140878,2023-02-16,Customer Dispute,388.24
CB001703,T0123840,2023-02-10,Fraud,493.32
CB001704,T0149634,2024-03-24,Customer Dispute,23.29
CB001705,T0150647,2023-12-17,Customer Dispute,365.03
CB001706,T0165563,2024-05-09,Duplicate Transaction,105.79
CB001707,T0017437,2023-02-05,Customer Dispute,314.16
CB001708,T0138467,2023-10-01,Fraud,398.26
CB001709,T0188746,2023-12-16,Duplicate Transaction,17.53
CB001710,T0000937,2023-12-08,Fraud,87.35
CB001711,T0045073,2023-04-30,Fraud,282.96
CB001712,T0119717,2023-09-09,Fraud,200.28
CB001713,T0098130,2024-06-03,Customer Dispute,371.65
CB001714,T0024495,2024-06-08,Customer Dispute,208.59
CB001715,T0032170,2023-08-04,Fraud,55.07
CB001716,T0061811,2024-05-30,Fraud,310.46
CB001717,T0037397,2024-04-15,Customer Dispute,481.02
CB001718,T0163424,2023-06-26,Fraud,28.46
CB001719,T0048683,2024-06-29,Duplicate Transaction,315.99
CB001720,T0186043,2023-05-17,Customer Dispute,197.89
CB001721,T0182882,2023-02-16,Customer Dispute,476.84
CB001722,T0108081,2024-01-02,Customer Dispute,213.32
CB001723,T0027382,2023-08-10,Customer Dispute,497.68
CB001724,T0137705,2023-09-20,Fraud,95.95
CB001725,T0175865,2023-08-05,Fraud,298.61
CB001726,T0072111,2023-04-07,Fraud,159.08
CB001727,T0068670,2024-05-07,Duplicate Transaction,384.42
CB001728,T0109446,2023-12-16,Fraud,149.62
CB001729,T0167581,2023-10-16,Customer Dispute,172.58
CB001730,T0056700,2023-02-15,Customer Dispute,463.4
CB001731,T0023689,2024-01-22,Duplicate Transaction,137.04
CB001732,T0120114,2023-12-24,Fraud,354.75
CB001733,T0016328,2023-12-11,Customer Dispute,219.98
CB001734,T0137600,2023-05-09,Duplicate Transaction,279.29
CB001735,T0178998,2023-12-10,Fraud,77.23
CB001736,T0129041,2024-05-28,Fraud,346.51
CB001737,T0057658,2024-01-03,Customer Dispute,480.39
CB001738,T0041642,2024-07-07,Duplicate Transaction,374.53
CB001739,T0013292,2024-01-31,Fraud,363.82
CB001740,T0129806,2023-09-10,Fraud,448.19
CB001741,T0019084,2023-06-25,Customer Dispute,468.94
CB001742,T0195900,2023-03-25,Fraud,472.04
CB001743,T0021350,2023-01-27,Fraud,386.5
CB001744,T0160485,2023-06-21,Customer Dispute,393.48
CB001745,T0066436,2023-06-02,Customer Dispute,422.68
CB001746,T0081858,2024-05-28,Fraud,369.28
CB001747,T0118674,2023-08-01,Customer Dispute,325.71
CB001748,T0175223,2023-12-09,Duplicate Transaction,87.42
CB001749,T0090560,2023-03-12,Fraud,498.5
CB001750,T0027254,2024-05-05,Customer Dispute,170.84
CB001751,T0011375,2024-02-19,Customer Dispute,176.25
CB001752,T0086047,2024-05-25,Duplicate Transaction,180.18
CB001753,T0035355,2023-10-16,Fraud,297.59
CB001754,T0086870,2023-04-22,Customer Dispute,482.41
CB001755,T0042342,2023-05-13,Fraud,440.78
CB001756,T0199393,2024-03-02,Duplicate Transaction,472.17
CB001757,T0148540,2023-08-12,Customer Dispute,259.43
CB001758,T0031109,2023-01-29,Fraud,300.96
CB001759,T0137487,2023-08-10,Customer Dispute,240.35
CB001760,T0082322,2023-05-30,Fraud,467.5
CB001761,T0110440,2023-08-02,Fraud,473.43
CB001762,T0028019,2024-03-09,Fraud,371.76
CB001763,T0161223,2024-03-25,Fraud,177.88
CB001764,T0073090,2024-05-30,Customer Dispute,447.48
CB001765,T0192087,2024-02-15,Customer Dispute,481.87
CB001766,T0173949,2023-08-13,Fraud,444.31
CB001767,T0089594,2023-12-02,Customer Dispute,179.39
CB001768,T0190500,2023-07-19,Fraud,95.65
CB001769,T0130439,2023-08-20,Customer Dispute,5.9
CB001770,T0046174,2023-10-15,Fraud,241.04
CB001771,T0105262,2023-07-31,Customer Dispute,304.12
CB001772,T0088722,2023-05-20,Fraud,485.43
CB001773,T0053041,2023-08-28,Customer Dispute,394.23
CB001774,T0044474,2023-05-13,Fraud,226.05
CB001775,T0104644,2023-10-28,Fraud,497.2
CB001776,T0153486,2023-06-24,Customer Dispute,397.19
CB001777,T0198934,2024-04-14,Duplicate Transaction,70.7
CB001778,T0085274,2023-05-23,Customer Dispute,236.71
CB001779,T0173274,2023-08-05,Fraud,390.13
CB001780,T0116096,2023-12-21,Fraud,16.32
CB001781,T0045074,2024-04-07,Customer Dispute,281.04
CB001782,T0157710,2023-08-18,Customer Dispute,149.96
CB001783,T0044910,2023-04-09,Fraud,182.59
CB001784,T0139482,2023-10-31,Duplicate Transaction,185.0
CB001785,T0166373,2023-12-05,Fraud,50.0
CB001786,T0096355,2024-03-21,Customer Dispute,40.9
CB001787,T0033571,2023-07-05,Customer Dispute,225.53
CB001788,T0143481,2023-02-20,Customer Dispute,221.11
CB001789,T0183751,2024-05-19,Customer Dispute,45.27
CB001790,T0147922,2023-05-16,Fraud,331.39
CB001791,T0063539,2023-07-01,Duplicate Transaction,110.42
CB001792,T0098495,2024-06-30,Fraud,199.63
CB001793,T0121738,2023-07-28,Customer Dispute,426.19
CB001794,T0137202,2024-03-17,Customer Dispute,167.49
CB001795,T0184130,2023-08-24,Fraud,22.1
CB001796,T0009162,2024-02-19,Customer Dispute,38.49
CB001797,T0126029,2023-11-06,Duplicate Transaction,449.02
CB001798,T0032974,2024-01-05,Fraud,285.59
CB001799,T0170347,2023-09-07,Customer Dispute,284.91
CB001800,T0042008,2023-06-20,Fraud,443.55
CB001801,T0112214,2024-07-01,Fraud,373.81
CB001802,T0100998,2023-11-10,Customer Dispute,344.69
CB001803,T0033832,2023-03-29,Fraud,50.54
CB001804,T0178319,2023-02-07,Customer Dispute,64.07
CB001805,T0069487,2024-03-01,Fraud,124.17
CB001806,T0097539,2023-10-05,Duplicate Transaction,344.56
CB001807,T0135733,2023-03-20,Customer Dispute,249.09
CB001808,T0119500,2023-11-12,Customer Dispute,242.01
CB001809,T0129446,2024-04-13,Customer Dispute,219.62
CB001810,T0154409,2024-04-02,Customer Dispute,371.27
CB001811,T0092458,2024-04-18,Fraud,234.49
CB001812,T0042513,2024-05-29,Customer Dispute,338.93
CB001813,T0186451,2023-11-21,Duplicate Transaction,326.05
CB001814,T0103571,2023-10-05,Fraud,112.94
CB001815,T0190324,2024-06-18,Fraud,248.62
CB001816,T0159807,2023-10-01,Fraud,120.42
CB001817,T0109057,2023-11-16,Fraud,71.21
CB001818,T0162239,2023-07-14,Customer Dispute,163.53
CB001819,T0075133,2024-06-24,Customer Dispute,434.59
CB001820,T0166226,2024-06-26,Fraud,467.88
CB001821,T0148550,2024-01-06,Fraud,172.24
CB001822,T0066990,2023-12-29,Fraud,373.68
CB001823,T0187000,2023-08-14,Fraud,161.2
CB001824,T0085494,2023-12-19,Customer Dispute,73.81
CB001825,T0078521,2024-01-16,Fraud,251.79
CB001826,T0099006,2023-05-14,Customer Dispute,146.29
CB001827,T0141378,2023-04-01,Duplicate Transaction,101.3
CB001828,T0093868,2023-01-28,Customer Dispute,172.43
CB001829,T0070588,2023-09-04,Duplicate Transaction,275.27
CB001830,T0058939,2024-04-22,Fraud,219.48
CB001831,T0024451,2024-02-09,Duplicate Transaction,140.55
CB001832,T0054172,2023-04-26,Fraud,106.53
CB001833,T0082778,2024-02-27,Customer Dispute,134.12
CB001834,T0044412,2023-12-09,Customer Dispute,366.53
CB001835,T0140037,2024-04-17,Customer Dispute,14.19
CB001836,T0158143,2023-09-06,Fraud,420.47
CB001837,T0143357,2024-03-24,Customer Dispute,227.23
CB001838,T0007298,2024-02-29,Customer Dispute,199.18
CB001839,T0072588,2023-07-16,Duplicate Transaction,411.85
CB001840,T0141711,2023-08-14,Customer Dispute,311.99
CB001841,T0015157,2024-05-26,Fraud,284.1
CB001842,T0042404,2023-09-03,Fraud,44.87
CB001843,T0006055,2023-04-13,Fraud,205.5
CB001844,T0016817,2024-05-07,Duplicate Transaction,496.65
CB001845,T0077199,2024-03-29,Customer Dispute,187.54
CB001846,T0090924,2023-06-12,Fraud,179.91
CB001847,T0163851,2023-11-15,Customer Dispute,454.83
CB001848,T0135197,2023-08-27,Fraud,18.0
CB001849,T0133725,2023-08-02,Customer Dispute,289.22
CB001850,T0073766,2024-04-01,Customer Dispute,429.65
CB001851,T0178376,2023-02-14,Customer Dispute,36.71
CB001852,T0015885,2023-11-29,Customer Dispute,6.17
CB001853,T0187249,2023-10-18,Fraud,104.51
CB001854,T0114058,2023-07-27,Fraud,156.99
CB001855,T0094126,2023-09-20,Fraud,250.16
CB001856,T0050409,2023-12-04,Fraud,481.64
CB001857,T0028721,2023-08-25,Fraud,186.36
CB001858,T0171879,2023-02-23,Customer Dispute,412.07
CB001859,T0039496,2024-05-24,Customer Dispute,130.35
CB001860,T0017684,2023-04-06,Fraud,316.98
CB001861,T0083579,2024-01-11,Customer Dispute,486.11
CB001862,T0198734,2024-03-03,Fraud,453.33
CB001863,T0165581,2023-07-15,Fraud,402.08
CB001864,T0153478,2024-01-15,Customer Dispute,287.65
CB001865,T0029209,2024-05-16,Duplicate Transaction,49.73
CB001866,T0009393,2024-06-07,Fraud,396.36
CB001867,T0140831,2023-11-07,Customer Dispute,167.52
CB001868,T0065353,2023-01-14,Customer Dispute,353.05
CB001869,T0140063,2024-02-08,Fraud,425.19
CB001870,T0190404,2023-05-14,Duplicate Transaction,253.59
CB001871,T0086622,2023-01-09,Customer Dispute,480.74
CB001872,T0020285,2024-05-04,Customer Dispute,101.59
CB001873,T0107847,2023-09-29,Customer Dispute,271.8
CB001874,T0041403,2024-06-21,Fraud,296.16
CB001875,T0170268,2023-09-06,Customer Dispute,454.95
CB001876,T0071572,2024-02-21,Fraud,178.41
CB001877,T0035995,2023-06-10,Duplicate Transaction,179.9
CB001878,T0136376,2024-06-06,Fraud,168.35
CB001879,T0166713,2023-06-21,Customer Dispute,261.66
CB001880,T0119428,2023-05-24,Duplicate Transaction,301.85
CB001881,T0059745,2023-10-10,Customer Dispute,476.56
CB001882,T0000106,2023-12-28,Customer Dispute,421.03
CB001883,T0039730,2023-11-13,Duplicate Transaction,235.69
CB001884,T0139487,2023-05-11,Fraud,475.57
CB001885,T0036965,2023-03-31,Customer Dispute,291.2
CB001886,T0095979,2023-09-14,Duplicate Transaction,432.31
CB001887,T0036372,2023-02-19,Fraud,56.37
CB001888,T0079876,2023-04-30,Fraud,222.81
CB001889,T0186380,2023-02-04,Customer Dispute,302.61
CB001890,T0021772,2024-04-18,Customer Dispute,96.64
CB001891,T0136674,2023-06-13,Customer Dispute,91.8
CB001892,T0007699,2023-04-26,Customer Dispute,485.19
CB001893,T0070025,2023-03-14,Customer Dispute,240.82
CB001894,T0171164,2023-03-30,Fraud,342.11
CB001895,T0180307,2023-08-18,Fraud,329.66
CB001896,T0030190,2023-01-18,Fraud,428.86
CB001897,T0166535,2024-05-02,Fraud,257.6
CB001898,T0193565,2023-12-27,Customer Dispute,174.06
CB001899,T0111138,2023-11-08,Customer Dispute,263.56
CB001900,T0112423,2024-01-14,Customer Dispute,314.63
CB001901,T0197307,2023-11-21,Fraud,27.82
CB001902,T0188671,2023-08-17,Duplicate Transaction,104.9
CB001903,T0131482,2023-01-29,Fraud,127.9
CB001904,T0041896,2024-04-06,Customer Dispute,494.74
CB001905,T0189337,2023-04-02,Fraud,396.77
CB001906,T0119827,2024-04-08,Fraud,171.7
CB001907,T0094889,2023-10-14,Customer Dispute,221.03
CB001908,T0187345,2023-06-05,Customer Dispute,454.98
CB001909,T0027861,2023-12-23,Customer Dispute,234.07
CB001910,T0184525,2024-02-12,Customer Dispute,469.89
CB001911,T0155020,2024-04-22,Customer Dispute,451.1
CB001912,T0086696,2024-07-11,Customer Dispute,225.65
CB001913,T0083668,2023-05-30,Duplicate Transaction,414.67
CB001914,T0075764,2024-02-19,Customer Dispute,72.83
CB001915,T0061781,2024-01-10,Customer Dispute,189.13
CB001916,T0157038,2024-04-01,Customer Dispute,73.28
CB001917,T0160032,2024-02-20,Duplicate Transaction,66.08
CB001918,T0067677,2024-06-16,Customer Dispute,257.59
CB001919,T0069402,2024-03-14,Customer Dispute,310.75
CB001920,T0193361,2023-06-29,Customer Dispute,331.38
CB001921,T0127747,2024-04-23,Duplicate Transaction,355.26
CB001922,T0080119,2023-01-03,Fraud,340.21
CB001923,T0136405,2024-05-06,Customer Dispute,166.47
CB001924,T0068962,2024-03-16,Customer Dispute,400.92
CB001925,T0078525,2023-10-10,Duplicate Transaction,436.88
CB001926,T0121960,2023-10-01,Duplicate Transaction,443.22
CB001927,T0118788,2023-08-01,Duplicate Transaction,158.59
CB001928,T0109958,2024-06-22,Fraud,298.63
CB001929,T0038310,2023-12-29,Fraud,440.05
CB001930,T0003798,2024-03-31,Fraud,76.45
CB001931,T0171032,2024-04-29,Customer Dispute,432.34
CB001932,T0066991,2023-07-04,Duplicate Transaction,47.06
CB001933,T0075493,2023-03-13,Fraud,492.11
CB001934,T0112215,2023-04-30,Customer Dispute,330.24
CB001935,T0163830,2023-10-19,Customer Dispute,225.59
CB001936,T0120855,2023-01-16,Duplicate Transaction,443.36
CB001937,T0045271,2023-03-31,Fraud,493.11
CB001938,T0057049,2023-08-25,Customer Dispute,169.65
CB001939,T0078814,2023-03-07,Customer Dispute,445.37
CB001940,T0034157,2023-02-06,Duplicate Transaction,57.68
CB001941,T0086284,2023-06-10,Fraud,475.29
CB001942,T0083331,2024-04-28,Fraud,369.26
CB001943,T0101834,2023-12-18,Duplicate Transaction,329.97
CB001944,T0139861,2023-02-06,Duplicate Transaction,342.11
CB001945,T0039596,2023-07-09,Fraud,76.07
CB001946,T0171252,2023-11-12,Customer Dispute,477.79
CB001947,T0100687,2024-02-23,Duplicate Transaction,175.79
CB001948,T0133772,2024-06-01,Fraud,251.32
CB001949,T0115928,2024-07-06,Customer Dispute,70.22
CB001950,T0038094,2023-01-31,Duplicate Transaction,403.32
CB001951,T0123864,2024-03-08,Fraud,106.58
CB001952,T0098640,2024-05-19,Customer Dispute,278.3
CB001953,T0054578,2024-05-05,Customer Dispute,24.22
CB001954,T0079013,2023-11-28,Customer Dispute,261.65
CB001955,T0072913,2023-01-28,Fraud,39.78
CB001956,T0186008,2023-05-29,Customer Dispute,476.58
CB001957,T0172295,2024-01-19,Fraud,373.92
CB001958,T0001576,2023-12-23,Fraud,334.2
CB001959,T0144589,2023-04-02,Customer Dispute,443.3
CB001960,T0199894,2023-03-02,Duplicate Transaction,168.18
CB001961,T0046889,2024-06-06,Fraud,302.3
CB001962,T0118616,2023-11-08,Customer Dispute,413.03
CB001963,T0024927,2023-03-14,Customer Dispute,439.4
CB001964,T0171859,2023-03-06,Customer Dispute,364.62
CB001965,T0056186,2023-06-05,Customer Dispute,366.29
CB001966,T0057660,2023-08-30,Duplicate Transaction,156.6
CB001967,T0041670,2024-04-24,Customer Dispute,147.45
CB001968,T0072820,2023-10-24,Customer Dispute,28.97
CB001969,T0191798,2023-10-12,Fraud,311.05
CB001970,T0101282,2023-06-26,Customer Dispute,349.83
CB001971,T0128806,2023-11-16,Customer Dispute,98.03
CB001972,T0183708,2023-12-19,Customer Dispute,94.64
CB001973,T0128750,2023-12-16,Customer Dispute,184.2
CB001974,T0072876,2023-03-10,Fraud,14.66
CB001975,T0154924,2023-09-17,Customer Dispute,84.24
CB001976,T0154709,2023-02-02,Customer Dispute,392.58
CB001977,T0097385,2023-02-11,Customer Dispute,191.11
CB001978,T0092560,2024-02-19,Customer Dispute,387.44
CB001979,T0162580,2023-01-20,Customer Dispute,439.61
CB001980,T0083679,2023-03-07,Fraud,430.06
CB001981,T0104567,2023-06-04,Fraud,11.2
CB001982,T0168413,2023-07-24,Customer Dispute,146.75
CB001983,T0097614,2024-02-08,Fraud,344.41
CB001984,T0135486,2024-05-17,Fraud,159.29
CB001985,T0168648,2023-07-06,Fraud,35.11
CB001986,T0131592,2023-04-01,Customer Dispute,271.14
CB001987,T0037717,2023-09-21,Fraud,460.11
CB001988,T0013014,2023-03-27,Customer Dispute,149.63
CB001989,T0169019,2024-03-10,Fraud,349.55
CB001990,T0117387,2023-07-23,Duplicate Transaction,419.99
CB001991,T0023751,2024-03-30,Customer Dispute,401.08
CB001992,T0149691,2023-05-12,Fraud,239.27
CB001993,T0089858,2024-03-10,Fraud,48.2
CB001994,T0140448,2023-06-15,Customer Dispute,360.43
CB001995,T0186199,2023-12-19,Customer Dispute,373.76
CB001996,T0190346,2024-04-05,Fraud,133.86
